	round_number	emotion	text_id	timestamp	prolific_id	anger	boredom	disgust	fear	guilt	joy	pride	relief	sadness	shame	surprise	trust	generated_text	hidden_emo_text	event_duration	emotion_duration	intensity	confidence	suddenness	familiarity	predict_event	pleasantness	unpleasantness	goal_relevance	chance_responsblt	self_responsblt	other_responsblt	predict_conseq	goal_support	urgency	self_control	other_control	chance_control	accept_conseq	standards	social_norms	attention	not_consider	effort	previous_participation	age	gender	education	ethnicity	extravert	critical	dependable	anxious	open	quiet	sympathetic	disorganized	calm	conventional	did_you_lie?	original_demographics
1876	round-4	fear	4587	2021/09/20 1:55:12 am EET	fba2177fcf1c169dd45e575b55cad8d1	1	2	1	1	1	1	1	1	1	1	1	1	A car almost hit me	A car almost hit me	seconds	minutes	5	5	5	4	3	1	5	4	1	2	5	5	1	5	2	5	1	1	1	4	5	2	4	No, I participated before and answered the next set of questions.	28	Female	Undergraduate degree (BA/BSc/other)	East Asian	5.0	2.0	7.0	7.0	6.0	6.0	6.0	2.0	6.0	5.0	--	COPIED FROM: text id 4826
3684	round-3	pride	3846	2021/09/03 10:26:43 pm EET	d3913f295c8ffcebdef3e667d5bbbeaf	1	1	1	2	4	2	1	1	3	3	1	3	I felt pride the day I decided to start working for myself, because it was a decision I was unsure about. The consequences were unknown.	I felt ... the day I decided to start working for myself, because it was a decision I was unsure about. The consequences were unknown.	weeks	weeks	5	5	1	5	1	4	1	5	3	5	1	1	3	4	3	2	3	1	4	4	5	1	5	No, I participated before and answered the next set of questions.	33	Female	Undergraduate degree (BA/BSc/other)	African	2.0	6.0	7.0	2.0	6.0	7.0	6.0	2.0	7.0	1.0	--	COPIED FROM: text id 3801
1933	round-5	fear	5843	2021/10/06 2:07:59 pm EET	9d107151e0695369bdd3f9dcc26369c4	1	2	1	1	1	2	1	1	3	1	1	5	I recently decided to leave my current job in the middle of a pandemic with no backup plan. I resigned from my job as I have depression and anxiety and it was mostly caused by my work. My work is as a civil Servant and I frequently support people with complex needs but I feel that the system is not fit for purpose. I have also had depression and anxiety for a long time so I class it as a disability but my employer has not been good at all and does not view my mental health as a disability and did not give me any reasonable adjustments. I felt a lot of fear when I resigned from my job as I was scared about what I would do financially if my savings run out and scared about the uncertainty of finding new work in the pandemic where there is a threat to my health and safety. I also felt fear about what others would think of me and what my managers reaction would be.	I recently decided to leave my current job in the middle of a pandemic with no backup plan. I resigned from my job as I have depression and anxiety and it was mostly caused by my work. My work is as a civil Servant and I frequently support people with complex needs but I feel that the system is not fit for purpose. I have also had depression and anxiety for a long time so I class it as a disability but my employer has not been good at all and does not view my mental health as a disability and did not give me any reasonable adjustments. I felt a lot of ... when I resigned from my job as I was ... about what I would do financially if my savings run out and ... about the uncertainty of finding new work in the pandemic where there is a threat to my health and safety. I also felt ... about what others would think of me and what my managers reaction would be.	weeks	weeks	4	5	5	2	4	1	5	5	4	1	5	5	3	2	3	4	1	2	5	4	5	5	5	Yes, first time, I will answer the following questions.	26	Female	Undergraduate degree (BA/BSc/other)	White British - United Kingdom (we have left the EU)	4.0	5.0	5.0	6.0	6.0	5.0	5.0	5.0	3.0	3.0	The event really happened in my life.	ORIGINAL
2644	round-4	joy	4765	2021/09/20 1:51:32 am EET	08b6ee3a8bbb21c6032fece716abfd48	1	2	1	1	1	2	1	1	1	1	1	1	my friends surprised me on my birthday	my friends surprised me on my birthday	minutes	hours	5	4	4	3	1	5	1	3	4	2	4	2	4	4	3	4	4	3	1	1	3	1	3	No, I participated before and answered the next set of questions.	21	Male	High school	South Asian	4.0	2.5	5.0	2.5	6.0	5.0	4.0	3.5	5.0	4.0	--	AVERAGED: text id 4609, 41724
32	round-3	anger	3106	2021/09/03 4:24:03 pm EET	44f2e5ed07d458560fe14bf392aaa678	3	5	2	4	2	2	2	1	5	2	1	3	I feel anger when my mother and father don't understand my depression and anxiety.	I feel ... when my mother and father don't understand my depression and anxiety.	weeks	weeks	5	5	1	5	5	1	5	1	1	3	5	3	1	2	1	5	1	1	5	3	5	5	5	Yes, first time, I will answer the following questions.	20	Female	High school	North American	1.0	4.0	7.0	7.0	3.0	7.0	7.0	2.0	1.0	1.0	--	ORIGINAL
5845	round-5	surprise	52459	2021/10/06 3:24:05 pm EET	dc79e02ffe7f240fd79b0d48b95062e3	1	3	1	1	1	2	1	1	1	1	1	1	I found out I was preganant with my first child.	I found out I was preganant with my first child.	weeks	days	5	5	4	1	1	5	1	5	4	5	4	5	5	3	1	1	1	4	1	1	5	1	5	No, I participated before and answered the next set of questions.	28	Female	Undergraduate degree (BA/BSc/other)	European	3.0	3.0	5.0	1.0	5.0	5.0	6.0	3.0	7.0	6.0	The event really happened in my life.	COPIED FROM: text id 51892
3304	round-5	no-emotion	51339	2021/10/06 2:49:46 pm EET	33dc5e2395d3e1151e84aea285e62c0c	1	1	1	1	1	1	1	1	1	1	1	1	when i lost my job	when i lost my job	days	minutes	2	4	2	1	2	1	2	2	4	1	5	2	1	5	2	5	4	4	2	2	5	3	3	No, I participated before and answered the next set of questions.	34	Female	Undergraduate degree (BA/BSc/other)	European	3.0	5.0	6.0	5.0	7.0	6.0	7.0	4.0	4.0	2.0	The event really happened in my life.	COPIED FROM: text id 5988
6133	round-3	trust	31342	2021/09/03 11:01:08 pm EET	e1b2c1b21ad212cdb9ae245a10afdb13	1	1	1	1	1	3	1	1	1	1	1	4	I trusted my parents to look after my dog	I ... my parents to look after my dog	days	days	5	5	1	5	5	5	1	1	1	1	5	5	5	1	1	5	1	5	1	1	3	1	2	No, I participated before and answered the next set of questions.	21	Female	Undergraduate degree (BA/BSc/other)	European	3.0	3.0	7.0	7.0	7.0	7.0	7.0	2.0	5.0	2.0	--	COPIED FROM: text id 3211
5974	round-5	surprise	52540	2021/10/06 6:24:50 pm EET	d2ca0f029b2c65f4ca0e4573dcc136f0	1	4	1	1	1	2	2	1	1	1	1	2	We recently purchased a guinea pig for my daughter as a reward for getting straight A's for the entire year. A few weeks after we got home we discovered that the guinea pig was very pregnant. A few days later we woke up to 3 extra guinea pigs. We were all VERY surprised!	We recently purchased a guinea pig for my daughter as a reward for getting straight A's for the entire year. A few weeks after we got home we discovered that the guinea pig was very pregnant. A few days later we woke up to 3 extra guinea pigs. We were all VERY ...!	weeks	hours	3	5	3	1	1	2	3	3	5	1	1	3	3	1	1	5	5	4	3	1	2	3	2	No, I participated before and answered the next set of questions.	36	Female	Undergraduate degree (BA/BSc/other)	Prefer not to answer	7.0	2.0	7.0	2.0	7.0	1.0	6.0	5.0	6.0	1.0	The event really happened in my life.	COPIED FROM: text id 52250
6531	round-6	trust	61030	2021/11/01 8:39:45 pm CET	330eff07059322d61334313e1568915a	1	1	1	1	1	1	1	1	1	1	1	1	my mentee asked me for advice on her career	my mentee asked me for advice on her career	hours	days	5	5	5	5	5	5	1	2	1	2	4	2	5	4	4	2	1	4	1	1	5	1	4	No, I participated before and answered the next set of questions.	25	Female	Graduate degree (MA/MSc/MPhil/other)	South Asian	2.0	5.0	7.0	6.0	6.0	5.0	6.0	1.0	4.0	2.0	The event really happened in my life.	COPIED FROM: text id 616
3838	round-5	pride	51675	2021/10/06 2:41:44 pm EET	7da96ec9d055e0768fb28f1d2d3a9555	1	1	1	1	2	2	3	3	1	1	1	2	I was first in my immediate family to get a Masters degree	I was first in my immediate family to get a Masters degree	weeks	weeks	5	5	1	3	4	5	1	5	1	5	2	3	5	4	4	1	1	4	1	1	5	1	3	No, I participated before and answered the next set of questions.	37	Male	Graduate degree (MA/MSc/MPhil/other)	European	5.0	3.0	5.0	5.0	6.0	6.0	6.0	3.0	4.0	1.0	The event really happened in my life.	COPIED FROM: text id 5982
6141	round-3	trust	31351	2021/09/03 11:03:25 pm EET	b54c99b125f75083765440a9aa38e91e	3	4	1	1	2	1	2	1	3	2	1	2	I started confiding more in my mother.	I started confiding more in my mother.	weeks	weeks	3	4	1	5	5	5	2	5	1	5	5	5	5	1	4	5	1	4	1	1	4	1	3	No, I participated before and answered the next set of questions.	30	Female	High school	North American	3.0	5.0	5.0	7.0	5.0	3.0	6.0	5.0	2.0	2.0	--	COPIED FROM: text id 3650
3892	round-5	pride	51612	2021/10/06 3:05:52 pm EET	1bc35034ae72189cc54976048fe1d878	1	1	1	1	1	3	3	2	1	1	1	1	my 4 year old daughter swam with no arm bands	my 4 year old daughter swam with no arm bands	seconds	hours	5	5	2	2	2	5	1	3	2	2	4	3	3	3	2	4	3	3	1	3	4	4	2	Yes, first time, I will answer the following questions.	38	Female	High school	European	2.0	2.0	6.0	2.0	4.0	5.0	6.0	2.0	6.0	3.0	The event really happened in my life.	ORIGINAL
5717	round-4	surprise	41752	2021/09/19 11:55:12 pm EET	5f02a65b9f324b861ecc9a4f32dea92a	1	3	1	2	1	1	1	1	1	2	1	2	my mom took me to my favorite smoothie place without telling me	my mom took me to my favorite smoothie place without telling me	minutes	hours	4	5	4	1	1	5	1	3	1	1	5	5	5	5	2	5	1	5	1	1	5	1	1	No, I participated before and answered the next set of questions.	22	Female	Secondary education	North American	2.0	3.0	5.0	7.0	5.0	7.0	5.0	3.0	1.0	1.0	--	COPIED FROM: text id 46
1062	round-6	boredom	6212	2021/11/01 9:31:55 pm CET	ba3504dd6740c5e0e2f68599aad2cc1c	1	1	1	1	1	1	1	1	1	1	1	1	I have to participate in events that do not entertain me, but you do it for others pleasure.	I have to participate in events that do not entertain me, but you do it for others pleasure.	hours	hours	5	5	1	5	5	1	4	1	1	3	5	5	2	1	1	5	2	1	2	1	4	1	4	Yes, first time, I will answer the following questions.	27	Female	Undergraduate degree (BA/BSc/other)	European	5.0	7.0	7.0	1.0	6.0	1.0	5.0	1.0	7.0	4.0	The event really happened in my life.	ORIGINAL
5501	round-2	surprise	2206	2021/07/20 4:38:56 pm EET	3e92c2134d4599ed8594b80f07dc91ec	1	2	1	2	1	1	1	1	2	1	1	1	I felt surprise when Max Verstappen crashed out of the British GP last weekend.	I felt ... when Max Verstappen crashed out of the British GP last weekend.	seconds	minutes	2	5	5	3	2	1	4	1	2	1	5	3	1	1	1	5	1	5	3	1	2	1	2	No, I participated before and answered the next set of questions.	21	Female	Undergraduate degree (BA/BSc/other)	European	5.0	5.0	1.0	7.0	6.0	5.0	6.0	7.0	2.0	1.0	--	COPIED FROM: text id 2185
5290	round-3	shame	31149	2021/09/03 11:02:33 pm EET	1338c7f67d52c389a54af19925ba97be	1	2	1	1	1	2	1	2	1	2	2	3	Dropping out of school	Dropping out of school	weeks	weeks	4	5	2	2	3	4	2	1	4	3	5	3	1	2	1	5	3	4	4	4	3	4	2	Yes, first time, I will answer the following questions.	20	Male	Secondary education	Indigenous	2.0	5.0	4.0	5.0	6.0	5.0	6.0	7.0	1.0	3.0	--	ORIGINAL
3278	round-5	no-emotion	51427	2021/10/06 2:14:25 pm EET	4afe7a89d3a52957efdcc75e1388f297	1	2	1	1	1	1	1	1	1	1	1	1	I had to drive to work in the morning.	I had to drive to work in the morning.	minutes	minutes	2	3	1	5	5	2	1	1	1	5	1	5	1	1	5	1	2	5	1	1	2	1	1	No, I participated before and answered the next set of questions.	22	Male	High school	North American	1.0	6.0	3.0	5.0	5.0	6.0	5.0	5.0	3.0	6.0	The event really happened in my life.	COPIED FROM: text id 5360
4457	round-5	relief	51858	2021/10/06 3:13:21 pm EET	102ebcdb14383e94e72f2ccf78ebd898	1	1	1	1	1	3	1	1	1	1	1	1	I felt relief when, after falling behind on a certain work task, I learned that my boss was taking a sick day and I didn't need to update her on my progress that day.	I felt ... when, after falling behind on a certain work task, I learned that my boss was taking a sick day and I didn't need to update her on my progress that day.	hours	minutes	2	5	4	3	2	4	1	3	4	1	5	3	4	3	1	3	2	4	2	1	3	1	1	Yes, first time, I will answer the following questions.	29	Female	Graduate degree (MA/MSc/MPhil/other)	North American	2.0	1.0	6.0	4.0	5.0	5.0	6.0	3.0	6.0	3.0	The event really happened in my life.	ORIGINAL
977	round-6	boredom	695	2021/11/01 7:32:22 pm CET	cfe4f82b3904d43d3ced92ddacdf2a25	1	1	1	1	1	4	4	1	1	1	4	4	I felt boredom when I had no phone	I felt ... when I had no phone	days	days	3	3	4	2	5	1	5	3	3	5	1	5	1	3	1	5	1	1	3	1	3	1	2	No, I participated before and answered the next set of questions.	23	Male	Graduate degree (MA/MSc/MPhil/other)	European	4.5	6.0	5.5	5.0	5.0	6.5	7.0	5.0	7.0	5.0	The event really happened in my life.	AVERAGED: text id 61, 6313
6369	round-5	trust	52684	2021/10/06 1:37:11 pm EET	2f737a841c713dcb56b4bdebf7e67ef1	1	2	1	1	1	1	1	1	1	1	1	1	My boyfriend drove to visit me in the next town because I was sad and stuck there for a few hours	My boyfriend drove to visit me in the next town because I was sad and stuck there for a few hours	hours	hours	4	4	2	3	3	5	1	4	3	1	5	2	5	2	3	5	2	5	1	1	2	1	1	No, I participated before and answered the next set of questions.	21	Female	Secondary education	Australian/New Zealander	6.0	7.0	5.0	7.0	3.0	2.0	2.0	6.0	2.0	2.0	The event really happened in my life.	COPIED FROM: text id 521
6481	round-5	trust	52815	2021/10/06 6:34:42 pm EET	30a7e32e8d75e2369bb0f71767be37dd	1	1	1	1	1	1	1	1	1	1	1	1	I was the first friend invited over to meet my friends new baby son	I was the first friend invited over to meet my friends new baby son	hours	days	4	5	2	2	3	4	1	3	1	2	4	2	3	3	4	4	1	3	1	1	4	1	3	No, I participated before and answered the next set of questions.	22	Female	Undergraduate degree (BA/BSc/other)	European	7.0	4.0	5.0	6.0	5.0	2.0	6.0	2.0	6.0	2.0	The event really happened in my life.	COPIED FROM: text id 51459
5469	round-5	shame	52408	2021/10/06 3:58:13 pm EET	18675a3d836669a516f36227a97d50f8	2	2	3	4	4	3	4	4	2	2	2	2	when i did something bad	when i did something bad	weeks	days	3	4	3	3	1	4	3	2	3	4	3	3	4	2	3	4	4	2	4	2	4	4	4	No, I participated before and answered the next set of questions.	34	Male	Undergraduate degree (BA/BSc/other)	North American	3.0	4.0	2.0	4.0	5.0	2.0	3.0	3.0	3.0	4.0	The event really happened in my life.	COPIED FROM: text id 515
3340	round-5	no-emotion	51381	2021/10/06 2:58:32 pm EET	c5d8f5185d75898bf8382c0713f1f770	1	1	1	1	1	2	3	2	1	1	2	1	The COVID restrictions were increased in my area.	The COVID restrictions were increased in my area.	weeks	I had none	1	5	2	5	5	3	3	1	1	1	5	5	3	1	1	5	1	5	1	5	1	5	1	No, I participated before and answered the next set of questions.	37	Female	Undergraduate degree (BA/BSc/other)	North American	2.0	5.0	7.0	3.0	5.0	5.0	7.0	1.0	3.0	1.0	The event really happened in my life.	COPIED FROM: text id 51175
5747	round-4	surprise	41724	2021/09/20 1:43:56 am EET	08b6ee3a8bbb21c6032fece716abfd48	1	1	1	1	1	2	1	2	1	1	2	1	I passed an exam that I didn't study for	I passed an exam that I didn't study for	seconds	hours	4	4	4	3	2	3	1	3	3	4	3	1	1	3	2	4	4	4	2	2	3	1	3	Yes, first time, I will answer the following questions.	21	Male	High school	South Asian	4.0	2.5	5.0	2.5	6.0	5.0	4.0	3.5	5.0	4.0	--	AVERAGED: text id 4609, 41724
5217	round-8	sadness	813	2021/11/10 5:49:19 pm CET	08694f91220a5bf5992574db6ea104cc	2	1	1	1	1	2	1	1	1	1	1	1	I lost a pair of earrings that were important to me.	I lost a pair of earrings that were important to me.	minutes	days	3	4	3	3	4	1	4	2	2	4	1	3	2	2	3	1	2	5	1	1	2	3	2	Yes, first time, I will answer the following questions.	34	Female	High school	North American	2.0	3.0	5.0	5.0	3.0	5.0	5.0	2.0	5.0	2.0	The event really happened in my life.	ORIGINAL
1081	round-7	boredom	723	2021/11/09 11:49:26 pm CET	a156921632273f27094f71d795008edd	1	1	1	1	1	3	3	1	1	1	1	1	I was invited to a house party but when I got there everyone was already drunk and acting stupid but I was unable to leave as I had to wait for someone to pick me up so I was sat in room of drunk, unfamiliar people and was so so bored	I was invited to a house party but when I got there everyone was already drunk and acting stupid but I was unable to leave as I had to wait for someone to pick me up so I was sat in room of drunk, unfamiliar people and was so so ...	hours	hours	5	5	3	5	3	1	5	1	1	4	5	3	2	3	4	5	1	5	5	3	2	5	1	No, I participated before and answered the next set of questions.	26	Female	High school	Mixed Black/White	5.0	6.0	6.0	7.0	4.0	7.0	5.0	3.0	2.0	2.0	The event really happened in my life.	COPIED FROM: text id 7142
2613	round-4	joy	4728	2021/09/20 12:34:18 am EET	1ae70ca62bcbcc0ef3d4eb3fc89fd0f0	1	2	1	1	1	4	1	5	2	1	1	5	I felt joy when I got my new car because I had only had cheap run-around cars before it and it was my first experience of a nice car of my own.	I felt ... when I got my new car because I had only had cheap run-around cars before it and it was my first experience of a nice car of my own.	days	weeks	4	4	1	2	5	5	1	4	2	5	1	4	5	3	4	2	1	3	1	1	4	1	3	No, I participated before and answered the next set of questions.	23	Male	High school	European	5.0	3.0	7.0	5.0	6.0	3.0	6.0	2.0	5.0	2.0	--	COPIED FROM: text id 4396
151	round-4	anger	418	2021/09/19 11:43:57 pm EET	a7e29a34331968fd7c375d8f08928150	1	4	1	1	1	1	1	3	4	2	1	1	when I found a voice message on my phone confirming my fathers affair	when I found a voice message on my phone confirming my fathers affair	seconds	weeks	5	5	5	1	1	1	5	5	3	1	5	1	1	2	4	5	3	1	5	4	2	5	4	Yes, first time, I will answer the following questions.	42	Female	High school	European	1.0	6.0	7.0	7.0	3.0	4.0	5.0	4.0	2.0	1.0	--	ORIGINAL
2629	round-4	joy	4747	2021/09/20 1:40:43 am EET	fba2177fcf1c169dd45e575b55cad8d1	1	1	1	1	1	1	1	1	1	1	1	1	I was accepted to grad school	I was accepted to grad school	seconds	weeks	3	4	4	2	4	5	1	5	1	5	5	5	5	1	1	5	1	5	1	1	1	1	2	No, I participated before and answered the next set of questions.	28	Female	Undergraduate degree (BA/BSc/other)	East Asian	5.0	2.0	7.0	7.0	6.0	6.0	6.0	2.0	6.0	5.0	--	COPIED FROM: text id 4826
5548	round-3	surprise	31182	2021/09/03 10:12:26 pm EET	8e8334b3b8232a6feb1cd72f5935cb2c	1	2	1	1	1	1	1	1	1	1	1	4	I got a high grade in a test which I thought I would have failed as I hadn't revised	I got a high grade in a test which I thought I would have failed as I hadn't revised	minutes	minutes	2	4	3	3	1	5	1	2	1	4	2	1	2	2	3	2	1	5	1	1	2	1	2	No, I participated before and answered the next set of questions.	20	Male	High school	European	2.0	6.0	5.0	4.0	3.0	3.0	4.0	5.0	5.0	3.0	--	COPIED FROM REJECTED: text id 34
4243	round-4	relief	41273	2021/09/20 12:17:22 am EET	dbde34eeb2f1290609ca6bffac1a5180	2	2	2	2	2	1	1	1	4	2	1	1	I found out I was accepted for a rental property	I found out I was accepted for a rental property	minutes	days	5	5	1	1	4	5	1	5	1	5	1	5	5	4	4	3	1	3	1	1	5	1	3	No, I participated before and answered the next set of questions.	24	Female	Undergraduate degree (BA/BSc/other)	Prefer not to answer	4.0	7.0	3.0	7.0	3.0	7.0	7.0	4.0	3.0	3.0	--	COPIED FROM REJECTED: text id 4127
4928	round-5	sadness	52143	2021/10/06 2:04:11 pm EET	e28940fc02522c9e872d1cd60a08a529	1	1	1	1	1	1	1	1	1	1	1	4	Had to make the decision to put my dog to sleep	Had to make the decision to put my dog to sleep	hours	weeks	5	5	1	1	1	1	5	5	4	3	1	4	1	2	2	2	3	1	5	1	5	5	4	No, I participated before and answered the next set of questions.	32	Female	High school	European	1.0	5.0	3.0	7.0	5.0	7.0	7.0	6.0	3.0	2.0	The event really happened in my life.	COPIED FROM: text id 5817
6144	round-3	trust	31354	2021/09/03 11:04:31 pm EET	b2d19612dbcea183a25019cbe15bd61b	1	1	1	1	1	3	3	3	1	1	1	1	I felt trust when my brother stuck up for me after my mom confronted my actions	I felt ... when my brother stuck up for me after my mom confronted my actions	minutes	seconds	3	5	5	1	1	4	1	4	2	5	5	1	1	4	4	4	1	2	1	1	5	1	2	No, I participated before and answered the next set of questions.	18	Female	High school	European	6.0	1.0	6.0	5.0	6.0	1.0	7.0	1.0	5.0	1.0	--	COPIED FROM: text id 31086
1234	round-4	disgust	4396	2021/09/20 12:24:53 am EET	1ae70ca62bcbcc0ef3d4eb3fc89fd0f0	1	2	1	1	1	2	1	5	2	1	1	5	I feel disgust because somebody I thought I was close with behaved in a criminal manner that was unexpected of him. It was night time and I was awoken to help him out. I did not expect this.	I feel ... because somebody I thought I was close with behaved in a criminal manner that was unexpected of him. It was night time and I was awoken to help him out. I did not expect this.	days	hours	3	4	3	2	1	1	4	2	3	1	5	3	1	5	3	3	2	3	5	5	5	3	3	Yes, first time, I will answer the following questions.	23	Male	High school	European	5.0	3.0	7.0	5.0	6.0	3.0	6.0	2.0	5.0	2.0	--	ORIGINAL
4453	round-5	relief	51854	2021/10/06 3:11:45 pm EET	103c8fc7fb71a40a9894e87651351a56	2	3	2	1	1	4	2	1	3	1	3	3	I felt relief when I finished an assignment	I felt ... when I finished an assignment	hours	minutes	5	3	1	4	5	1	5	2	1	1	1	1	4	5	4	1	3	4	4	1	5	1	4	Yes, first time, I will answer the following questions.	19	Female	High school	North American	6.0	3.0	7.0	3.0	6.0	2.0	7.0	1.0	6.0	2.0	The event really happened in my life.	ORIGINAL
5853	round-5	surprise	52468	2021/10/06 3:29:00 pm EET	4b260767dc441653e40e95ef77019d27	1	3	1	1	2	3	3	3	1	1	1	3	when i found out someone was preganent	when i found out someone was preganent	hours	days	4	4	5	3	4	4	2	1	5	1	5	4	2	4	1	5	5	5	2	1	2	1	1	Yes, first time, I will answer the following questions.	43	Female	Secondary education	European	3.0	5.0	5.0	6.0	4.0	7.0	5.0	2.0	6.0	4.0	The event really happened in my life.	ORIGINAL
5869	round-5	surprise	52485	2021/10/06 3:26:59 pm EET	5a769e299fee249e6980907a358cdada	1	1	1	4	3	4	4	4	2	1	4	4	I felt surprise when I got promoted at my working place	I felt ... when I got promoted at my working place	days	weeks	4	4	2	4	4	4	2	4	3	4	2	4	4	4	4	3	3	2	3	3	4	3	4	Yes, first time, I will answer the following questions.	31	Male	Undergraduate degree (BA/BSc/other)	North American	3.4	3.4	4.2	3.8	4.2	4.8	4.8	2.5	5.0	2.6	The event really happened in my life.	AVERAGED: text id 5122, 5697, 5961, 51057, 51114, 51355, 51412, 52485
5354	round-4	shame	41605	2021/09/20 2:13:49 am EET	893f73c75d78b0eb0e6521f3d83cff4e	1	2	1	1	1	2	1	1	1	1	1	1	I felt shame when I cheated on my boyfriend.	I felt ... when I cheated on my boyfriend.	hours	weeks	5	5	3	1	1	3	2	3	1	5	3	3	1	3	4	5	1	1	4	3	3	4	3	Yes, first time, I will answer the following questions.	24	Female	Undergraduate degree (BA/BSc/other)	Hispanic/Latino	5.0	2.0	6.0	6.0	6.0	3.0	6.0	2.0	3.0	2.0	--	ORIGINAL
6173	round-3	trust	31385	2021/09/03 11:01:52 pm EET	9a41dab4afa2b127c83eb9325948ec9b	1	2	1	1	1	1	1	1	1	1	1	2	my husband was so supportive during the births of our daughters	my husband was so supportive during the births of our daughters	hours	weeks	5	5	4	3	3	4	2	5	4	4	4	4	5	5	3	4	4	3	2	1	5	2	5	No, I participated before and answered the next set of questions.	30	Female	High school	European	6.0	2.0	6.0	5.0	6.0	2.0	7.0	1.0	5.0	2.0	--	COPIED FROM: text id 31087
438	round-5	anger	5124	2021/10/06 3:13:41 pm EET	4ce481ce4841b318f5ea1f5f450b4af9	1	4	1	5	1	3	5	5	1	1	1	5	reading about people not getting a covid vaccine	reading about people not getting a covid vaccine	hours	days	4	5	4	1	1	1	5	5	2	1	5	4	1	3	1	5	2	1	5	5	4	3	4	No, I participated before and answered the next set of questions.	47	Female	Secondary education	European	6.0	3.0	7.0	6.0	6.0	1.0	7.0	4.0	2.0	2.0	The event really happened in my life.	COPIED FROM: text id 522
5060	round-5	sadness	52275	2021/10/06 6:02:05 pm EET	d9964b222a7a2cd21874e0cdd5e39706	1	2	1	2	1	1	1	1	1	1	1	1	when I was not listened to during an important conversation	when I was not listened to during an important conversation	minutes	hours	5	5	5	4	4	1	5	2	1	1	5	4	1	4	2	5	1	3	2	1	5	2	5	No, I participated before and answered the next set of questions.	32	Female	Undergraduate degree (BA/BSc/other)	North American	6.0	5.0	6.0	7.0	6.0	2.0	7.0	3.0	5.0	2.0	The event really happened in my life.	COPIED FROM: text id 5178
6244	round-4	trust	41823	2021/09/20 1:28:34 am EET	8630ca2b8f0d070072d9230513f47356	5	5	1	1	5	1	2	3	5	1	1	1	I felt trust when my boss gave me a promotion	I felt ... when my boss gave me a promotion	hours	days	4	5	3	1	1	5	1	3	1	5	5	3	4	5	2	5	1	5	1	1	5	2	4	No, I participated before and answered the next set of questions.	34	Male	Secondary education	Prefer not to answer	5.0	5.0	7.0	1.0	7.0	2.0	3.0	1.0	6.0	2.0	--	COPIED FROM: text id 41703
4876	round-4	sadness	41509	2021/09/20 2:30:00 am EET	532935130e21353379da1c8139f23643	1	2	1	1	1	3	3	2	1	1	2	3	I felt sadness when I found out I had diabetes.	I felt ... when I found out I had diabetes.	minutes	weeks	5	5	5	2	1	1	5	1	5	1	1	1	1	5	1	1	5	3	5	1	5	5	5	No, I participated before and answered the next set of questions.	20	Female	High school	North American	7.0	1.0	5.0	6.0	7.0	6.0	7.0	7.0	4.0	2.0	--	COPIED FROM: text id 41590
6548	round-6	trust	61052	2021/11/01 9:52:22 pm CET	8c3d218a077cbe882fd16ea70e51b809	3	4	1	3	1	1	1	1	2	1	1	4	i felt trust when my boyfriend stood up for me	i felt ... when my boyfriend stood up for me	minutes	days	4	5	4	2	2	4	1	3	3	3	3	2	3	2	1	5	2	2	1	1	5	1	3	No, I participated before and answered the next set of questions.	27	Female	Secondary education	European	2.0	5.0	3.0	7.0	6.0	5.0	5.0	5.0	3.0	2.0	The event really happened in my life.	COPIED FROM: text id 6483
522	round-6	anger	667	2021/11/01 8:58:51 pm CET	18dd84166fe43fa6ea5cd183e5594220	1	2	1	3	3	1	2	2	1	3	1	2	my partner told me he wanted silence when he came home.	my partner told me he wanted silence when he came home.	minutes	weeks	5	5	5	1	1	1	5	1	1	1	5	1	1	1	2	5	1	4	5	4	2	5	5	No, I participated before and answered the next set of questions.	41	Female	Undergraduate degree (BA/BSc/other)	North American	5.0	3.0	6.0	7.0	2.0	3.0	6.0	5.0	2.0	4.0	The event really happened in my life.	COPIED FROM: text id 6336
4911	round-4	sadness	41453	2021/09/20 12:23:27 am EET	f7a7ff103eb75f0ef7b4d053a2115aef	3	5	1	1	2	3	4	4	3	1	1	2	A close colleague was leaving to work elsewhere.	A close colleague was leaving to work elsewhere.	days	hours	2	5	4	3	1	2	3	4	1	1	4	4	2	3	1	5	3	4	1	1	3	2	2	No, I participated before and answered the next set of questions.	24	Female	Secondary education	European	1.0	2.0	6.0	3.0	6.0	6.0	7.0	2.0	5.0	4.0	--	COPIED FROM: text id 4243
4863	round-4	sadness	41493	2021/09/20 1:43:11 am EET	d938c9c41ca3be5e56e29bdfbc9dc29f	1	1	1	1	1	3	1	1	1	1	1	1	I was duped of $50000	I was duped of $50000	weeks	weeks	5	5	4	1	4	1	5	4	1	5	5	3	1	3	4	3	1	4	3	4	5	5	5	No, I participated before and answered the next set of questions.	23	Female	Graduate degree (MA/MSc/MPhil/other)	African	4.5	1.0	6.0	1.0	6.5	7.0	7.0	1.0	7.0	1.0	--	AVERAGED: text id 41549, 41867
